"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"TimePerGame"
"508"	"508"	"DROUIN"	" JONATHAN"	"Tampa Bay"	"F(LW)"	21	303.3	16	12	3.165	2.374	57.14	119	132	13.4454	90.9091	104.3545	281	230	55.589	45.5	54.99	5.694	94.7826	100.4766	4	6	4	10	8	25	56	16	7.14285714286	0.7913	1.1869	0.7913	1.9782	1.5826	4.9456	11.0781	25	37.5	62.5	50	NA	" JONATHAN DROUIN"	14.4428571428571
"509"	"509"	"DANAULT"	" PHILLIP"	"Montreal"	"F(LW)"	51	650.617	14	25	1.291	2.306	35.9	297	319	4.7138	92.163	96.8768	559	594	51.551	54.779	48.48	2.5045	95.7912	98.2957	4	6	2	10	6	72	123	5.55555555556	3.25203252033	0.3689	0.5533	0.1844	0.9222	0.5533	6.6399	11.3431	28.57	42.86	71.43	42.86	NA	" PHILLIP DANAULT"	12.7571960784314
"510"	"510"	"NESTEROV"	" NIKITA"	"Tampa Bay"	"D"	57	848.7	31	30	2.192	2.121	50.82	405	407	7.6543	92.629	100.2833	786	708	55.567	50.053	52.61	3.944	95.7627	99.7067	3	7	4	10	7	57	142	5.26315789474	2.11267605634	0.2121	0.4949	0.2828	0.707	0.4949	4.0297	10.0389	9.68	22.58	32.26	22.58	NA	" NIKITA NESTEROV"	14.8894736842105
"511"	"511"	"COUSINS"	" NICK"	"Philadelphia"	"F(C)"	36	386.317	16	9	2.485	1.398	64	190	153	8.4211	94.1176	102.5387	378	322	58.708	50.011	54	4.2328	97.205	101.4378	6	4	2	10	8	41	67	14.6341463415	8.9552238806	0.9319	0.6213	0.3106	1.5531	1.2425	6.3678	10.406	37.5	25	62.5	50	NA	" NICK COUSINS"	10.7310277777778
"512"	"512"	"ARMIA"	" JOEL"	"Winnipeg"	"F(RW)"	43	522.933	18	20	2.065	2.295	47.37	231	204	7.7922	90.1961	97.9883	449	429	51.517	49.222	51.14	4.0089	95.338	99.3469	4	6	3	10	7	52	97	7.69230769231	4.12371134021	0.4589	0.6884	0.3442	1.1474	0.8032	5.9663	11.1295	22.22	33.33	55.56	38.89	NA	" JOEL ARMIA"	12.1612325581395
"513"	"513"	"FARNHAM"	" BOBBY"	"New Jersey"	"F(RW)"	53	493.6	12	14	1.459	1.702	46.15	174	208	6.8966	93.2692	100.1658	305	400	37.075	48.622	43.26	3.9344	96.5	100.4344	8	2	1	10	9	50	86	16	9.3023255814	0.9724	0.2431	0.1216	1.2156	1.094	6.0778	10.4538	66.67	16.67	83.33	75	NA	" BOBBY FARNHAM"	9.31320754716981
"514"	"514"	"SALOMAKI"	" MIIKKA"	"Nashville"	"F(RW)"	61	732.05	18	27	1.475	2.213	40	302	319	5.9603	91.536	97.4963	555	663	45.489	54.341	45.57	3.2432	95.9276	99.1708	5	5	2	10	7	61	121	8.19672131148	4.13223140496	0.4098	0.4098	0.1639	0.8196	0.5737	4.9997	9.9174	27.78	27.78	55.56	38.89	NA	" MIIKKA SALOMAKI"	12.0008196721311
"515"	"515"	"SHORE"	" NICK"	"Los Angeles"	"F(C)"	68	843.617	15	30	1.067	2.134	33.33	439	333	3.4169	90.991	94.4079	864	642	61.45	45.661	57.37	1.7361	95.3271	97.0632	3	7	5	10	8	90	155	3.33333333333	1.93548387097	0.2134	0.4979	0.3556	0.7112	0.569	6.401	11.024	20	46.67	66.67	53.33	NA	" NICK SHORE"	12.4061323529412
"516"	"516"	"SHEARY"	" CONOR"	"Pittsburgh"	"F(LW)"	44	429.133	14	14	1.957	1.957	50	230	169	6.087	91.716	97.803	418	291	58.443	40.687	58.96	3.3493	95.189	98.5383	7	3	2	10	9	51	89	13.7254901961	7.86516853933	0.9787	0.4195	0.2796	1.3982	1.2584	7.1307	12.4437	50	21.43	71.43	64.29	NA	" CONOR SHEARY"	9.75302272727273
"517"	"517"	"TOOTOO"	" JORDIN"	"New Jersey"	"F(RW)"	66	760.833	16	33	1.262	2.602	32.65	319	304	5.0157	89.1447	94.1604	574	556	45.266	43.847	50.8	2.7875	94.0648	96.8523	4	5	3	9	7	90	141	4.44444444444	2.83687943262	0.3154	0.3943	0.2366	0.7097	0.552	7.0975	11.1194	25	31.25	56.25	43.75	NA	" JORDIN TOOTOO"	11.5277727272727
"518"	"518"	"SUTTER"	" BRANDON"	"Vancouver"	"F(C)"	20	359.533	15	11	2.503	1.836	57.69	169	155	8.8757	92.9032	101.7789	323	277	53.903	46.227	53.83	4.644	96.0289	100.6729	5	4	0	9	5	45	71	11.1111111111	7.04225352113	0.8344	0.6675	0	1.5019	0.8344	7.5097	11.8487	33.33	26.67	60	33.33	NA	" BRANDON SUTTER"	17.97665
"519"	"519"	"GUNNARSSON"	" CARL"	"St. Louis"	"D"	72	1251.33	50	54	2.397	2.589	48.08	529	624	9.4518	91.3462	100.798	946	1164	45.36	55.812	44.83	5.2854	95.3608	100.6462	3	6	2	9	5	51	116	5.88235294118	2.58620689655	0.1438	0.2877	0.0959	0.4315	0.2397	2.4454	5.5621	6	12	18	10	NA	" CARL GUNNARSSON"	17.3795833333333
"520"	"520"	"MCQUAID"	" ADAM"	"Boston"	"D"	64	1154.57	40	51	2.079	2.65	43.96	513	619	7.7973	91.7609	99.5582	923	1204	47.966	62.569	43.39	4.3337	95.7641	100.0978	0	9	4	9	4	41	106	0	0	0	0.4677	0.2079	0.4677	0.2079	2.1307	5.5086	0	22.5	22.5	10	NA	" ADAM MCQUAID"	18.04015625
"521"	"521"	"MCBAIN"	" JAMIE"	"Los Angeles"	"D"	44	538.4	24	15	2.675	1.672	61.54	293	227	8.1911	93.3921	101.5832	608	408	67.756	45.468	59.84	3.9474	96.3235	100.2709	2	7	3	9	5	32	78	6.25	2.5641025641	0.2229	0.7801	0.3343	1.003	0.5572	3.5661	8.6924	8.33	29.17	37.5	20.83	NA	" JAMIE MCBAIN"	12.2363636363636
"522"	"522"	"PAAJARVI"	" MAGNUS"	"St. Louis"	"F(LW)"	48	616.8	14	25	1.362	2.432	35.9	344	288	4.0698	91.3194	95.3892	615	502	59.825	48.833	55.06	2.2764	95.0199	97.2963	3	6	6	9	9	88	142	3.40909090909	2.11267605634	0.2918	0.5837	0.5837	0.8755	0.8755	8.5603	13.8132	21.43	42.86	64.29	64.29	NA	" MAGNUS PAAJARVI"	12.85
"523"	"523"	"EDMUNDSON"	" JOEL"	"St. Louis"	"D"	67	999.967	30	33	1.8	1.98	47.62	469	495	6.3966	93.3333	99.7299	908	890	54.482	53.402	50.5	3.304	96.2921	99.5961	1	8	4	9	5	90	187	1.11111111111	0.534759358289	0.06	0.48	0.24	0.54	0.3	5.4002	11.2204	3.33	26.67	30	16.67	NA	" JOEL EDMUNDSON"	14.9248805970149
"524"	"524"	"CLIFFORD"	" KYLE"	"Los Angeles"	"F(LW)"	56	523.583	14	15	1.604	1.719	48.28	251	240	5.5777	93.75	99.3277	501	433	57.412	49.62	53.64	2.7944	96.5358	99.3302	3	6	3	9	6	68	117	4.41176470588	2.5641025641	0.3438	0.6876	0.3438	1.0314	0.6876	7.7925	13.4076	21.43	42.86	64.29	42.86	NA	" KYLE CLIFFORD"	9.34969642857143
"525"	"525"	"GOMEZ"	" SCOTT"	"Ottawa"	"F(C)"	34	385.467	13	15	2.024	2.335	46.43	198	215	6.5657	93.0233	99.589	337	355	52.456	55.258	48.7	3.8576	95.7747	99.6323	1	8	3	9	4	20	32	5	3.125	0.1557	1.2452	0.467	1.4009	0.6226	3.1131	4.981	7.69	61.54	69.23	30.77	NA	" SCOTT GOMEZ"	11.3372647058824
"526"	"526"	"GUDBRANSON"	" ERIK"	"Florida"	"D"	64	1287.2	41	63	1.911	2.937	39.42	514	761	7.9767	91.7214	99.6981	879	1311	40.973	61.109	40.14	4.6644	95.1945	99.8589	2	7	3	9	5	73	156	2.7397260274	1.28205128205	0.0932	0.3263	0.1398	0.4195	0.2331	3.4027	7.2716	4.88	17.07	21.95	12.2	NA	" ERIK GUDBRANSON"	20.1125
"527"	"527"	"PROUT"	" DALTON"	"Columbus"	"D"	64	1035.05	34	49	1.971	2.84	40.96	451	522	7.5388	90.613	98.1518	819	958	47.476	55.534	46.09	4.1514	94.8852	99.0366	3	6	3	9	6	69	151	4.34782608696	1.98675496689	0.1739	0.3478	0.1739	0.5217	0.3478	3.9998	8.7532	8.82	17.65	26.47	17.65	NA	" DALTON PROUT"	16.17265625
"528"	"528"	"STOLL"	" JARRET"	"Minnesota"	"F(C)"	80	973.35	19	46	1.171	2.836	29.23	291	566	6.5292	91.8728	98.402	516	1114	31.808	68.67	31.66	3.6822	95.8707	99.5529	4	5	1	9	5	49	78	8.16326530612	5.12820512821	0.2466	0.3082	0.0616	0.5548	0.3082	3.0205	4.8081	21.05	26.32	47.37	26.32	NA	" JARRET STOLL"	12.166875
"529"	"529"	"CARLE"	" MATT"	"Tampa Bay"	"D"	64	1073.9	38	42	2.123	2.347	47.5	470	548	8.0851	92.3358	100.4209	852	1079	47.602	60.285	44.12	4.4601	96.1075	100.5676	2	7	3	9	5	54	112	3.7037037037	1.78571428571	0.1117	0.3911	0.1676	0.5028	0.2794	3.017	6.2576	5.26	18.42	23.68	13.16	NA	" MATT CARLE"	16.7796875
"530"	"530"	"RYCHEL"	" KERBY"	"Columbus"	"F(LW)"	32	304.45	13	8	2.562	1.577	61.9	115	149	11.3043	94.6309	105.9352	234	284	46.116	55.97	45.17	5.5556	97.1831	102.7387	2	7	6	9	8	32	55	6.25	3.63636363636	0.3942	1.3795	1.1825	1.7737	1.5766	6.3065	10.8392	15.38	53.85	69.23	61.54	NA	" KERBY RYCHEL"	9.5140625
"531"	"531"	"CARR"	" DANIEL"	"Montreal"	"F(LW)"	23	277.683	12	10	2.593	2.161	54.55	164	102	7.3171	90.1961	97.5132	299	205	64.606	44.295	59.33	4.0134	95.1219	99.1353	6	3	0	9	6	39	76	15.3846153846	7.89473684211	1.2964	0.6482	0	1.9447	1.2964	8.4269	16.4216	50	25	75	50	NA	" DANIEL CARR"	12.0731739130435
"532"	"532"	"RASMUSSEN"	" DENNIS"	"Chicago"	"F(C)"	44	403.2	19	9	2.827	1.339	67.86	189	208	10.0529	95.6731	105.726	344	360	51.19	53.571	48.86	5.5233	97.5	103.0233	4	5	1	9	5	42	67	9.52380952381	5.97014925373	0.5952	0.744	0.1488	1.3393	0.744	6.25	9.9702	21.05	26.32	47.37	26.32	NA	" DENNIS RASMUSSEN"	9.16363636363636
"533"	"533"	"DZINGEL"	" RYAN"	"Ottawa"	"F(C)"	30	323.85	16	12	2.964	2.223	57.14	144	189	11.1111	93.6508	104.7619	254	313	47.059	57.99	44.8	6.2992	96.1661	102.4653	3	6	2	9	5	23	46	13.0434782609	6.52173913043	0.5558	1.1116	0.3705	1.6674	0.9264	4.2612	8.5225	18.75	37.5	56.25	31.25	NA	" RYAN DZINGEL"	10.795
"534"	"534"	"KASSIAN"	" ZACK"	"Edmonton"	"F(RW)"	36	448.267	10	17	1.338	2.275	37.04	181	221	5.5249	92.3077	97.8326	368	430	49.256	57.555	46.12	2.7174	96.0465	98.7639	3	5	2	8	5	42	77	7.14285714286	3.8961038961	0.4015	0.6692	0.2677	1.0708	0.6692	5.6217	10.3064	30	50	80	50	NA	" ZACK KASSIAN"	12.4518611111111
"535"	"535"	"ELIAS"	" PATRIK"	"New Jersey"	"F(LW)"	16	246.983	14	5	3.401	1.215	73.68	113	87	12.3894	94.2529	106.6423	187	157	45.428	38.14	54.36	7.4866	96.8153	104.3019	2	6	3	8	5	21	35	9.52380952381	5.71428571429	0.4859	1.4576	0.7288	1.9435	1.2147	5.1016	8.5026	14.29	42.86	57.14	35.71	NA	" PATRIK ELIAS"	15.4364375
"536"	"536"	"KINDL"	" JAKUB"	"Florida"	"D"	44	677.15	35	22	3.101	1.949	61.4	376	299	9.3085	92.6421	101.9506	671	510	59.455	45.189	56.82	5.2161	95.6863	100.9024	2	6	2	8	4	63	134	3.1746031746	1.49253731343	0.1772	0.5316	0.1772	0.7089	0.3544	5.5822	11.8733	5.71	17.14	22.86	11.43	NA	" JAKUB KINDL"	15.3897727272727
"537"	"537"	"SBISA"	" LUCA"	"Vancouver"	"D"	41	712.383	27	29	2.274	2.443	48.21	289	411	9.3426	92.944	102.2866	515	745	43.376	62.747	40.87	5.2427	96.1074	101.3501	2	6	3	8	5	29	72	6.89655172414	2.77777777778	0.1684	0.5053	0.2527	0.6738	0.4211	2.4425	6.0642	7.41	22.22	29.63	18.52	NA	" LUCA SBISA"	17.3751951219512
"538"	"538"	"BOURQUE"	" RENE"	"Columbus"	"F(RW)"	49	511.717	15	24	1.759	2.814	38.46	224	253	6.6964	90.5138	97.2102	410	469	48.073	54.991	46.64	3.6585	94.8827	98.5412	3	5	1	8	4	77	131	3.8961038961	2.29007633588	0.3518	0.5863	0.1173	0.938	0.469	9.0284	15.3601	20	33.33	53.33	26.67	NA	" RENE BOURQUE"	10.4432040816327
"539"	"539"	"MACDONALD"	" ANDREW"	"Philadelphia"	"D"	28	563.333	32	23	3.408	2.45	58.18	268	280	11.9403	91.7857	103.726	496	563	52.828	59.964	46.84	6.4516	95.9147	102.3663	1	7	5	8	6	20	59	5	1.69491525424	0.1065	0.7456	0.5325	0.8521	0.6391	2.1302	6.284	3.13	21.88	25	18.75	NA	" ANDREW MACDONALD"	20.1190357142857
"540"	"540"	"GOLOUBEF"	" CODY"	"Columbus"	"D"	43	650.45	22	30	2.029	2.767	42.31	290	353	7.5862	91.5014	99.0876	552	664	50.919	61.25	45.39	3.9855	95.4819	99.4674	1	7	1	8	2	40	98	2.5	1.02040816327	0.0922	0.6457	0.0922	0.738	0.1845	3.6898	9.0399	4.55	31.82	36.36	9.09	NA	" CODY GOLOUBEF"	15.1267441860465
"541"	"541"	"PANIK"	" RICHARD"	"Chicago"	"F(RW)"	30	325.017	13	8	2.4	1.477	61.9	160	160	8.125	95	103.125	304	294	56.12	54.274	50.84	4.2763	97.2789	101.5552	6	2	1	8	7	39	66	15.3846153846	9.09090909091	1.1076	0.3692	0.1846	1.4768	1.2922	7.1996	12.184	46.15	15.38	61.54	53.85	NA	" RICHARD PANIK"	10.8339
"542"	"542"	"NEMETH"	" PATRIK"	"Dallas"	"D"	38	593.733	17	23	1.718	2.324	42.5	279	291	6.0932	92.0962	98.1894	538	571	54.368	57.703	48.51	3.1599	95.972	99.1319	0	8	3	8	3	36	82	0	0	0	0.8084	0.3032	0.8084	0.3032	3.638	8.2865	0	47.06	47.06	17.65	NA	" PATRIK NEMETH"	15.6245526315789
"543"	"543"	"DAHLBECK"	" KLAS"	"Arizona"	"D"	71	1125.32	30	57	1.6	3.039	34.48	392	584	7.6531	90.2397	97.8928	763	1164	40.682	62.063	39.6	3.9318	95.1031	99.0349	2	6	2	8	4	64	136	3.125	1.47058823529	0.1066	0.3199	0.1066	0.4265	0.2133	3.4124	7.2513	6.67	20	26.67	13.33	NA	" KLAS DAHLBECK"	15.8495774647887
"544"	"544"	"THEODORE"	" SHEA"	"Anaheim"	"D"	19	363.067	18	5	2.975	0.826	78.26	200	155	9	96.7742	105.7742	351	305	58.006	50.404	53.51	5.1282	98.3607	103.4889	3	5	3	8	6	28	61	10.7142857143	4.91803278689	0.4958	0.8263	0.4958	1.3221	0.9916	4.6272	10.0808	16.67	27.78	44.44	33.33	NA	" SHEA THEODORE"	19.1087894736842
"545"	"545"	"PORTER"	" CHRIS"	"Minnesota"	"F(LW)"	61	590.867	10	23	1.015	2.336	30.3	192	311	5.2083	92.6045	97.8128	350	595	35.541	60.42	37.04	2.8571	96.1345	98.9916	4	3	1	7	5	44	85	9.09090909091	4.70588235294	0.4062	0.3046	0.1015	0.7108	0.5077	4.468	8.6314	40	30	70	50	NA	" CHRIS PORTER"	9.68634426229508
"546"	"546"	"WEBER"	" YANNICK"	"Vancouver"	"D"	45	847.333	35	45	2.478	3.186	43.75	416	423	8.4135	89.3617	97.7752	777	704	55.02	49.851	52.46	4.5045	93.608	98.1125	0	7	5	7	5	65	158	0	0	0	0.4957	0.3541	0.4957	0.3541	4.6027	11.188	0	20	20	14.29	NA	" YANNICK WEBER"	18.8296222222222
"547"	"547"	"PRUST"	" BRANDON"	"Vancouver"	"F(LW)"	35	447.45	8	16	1.073	2.145	33.33	165	232	4.8485	93.1034	97.9519	327	433	43.848	58.062	43.03	2.4465	96.3048	98.7513	1	6	4	7	5	19	37	5.26315789474	2.7027027027	0.1341	0.8046	0.5364	0.9387	0.6705	2.5478	4.9614	12.5	75	87.5	62.5	NA	" BRANDON PRUST"	12.7842857142857
"548"	"548"	"GLASS"	" TANNER"	"NY Rangers"	"F(LW)"	57	586.3	18	23	1.842	2.354	43.9	232	319	7.7586	92.79	100.5486	428	621	43.8	63.551	40.8	4.2056	96.2963	100.5019	4	3	2	7	6	49	82	8.16326530612	4.87804878049	0.4093	0.307	0.2047	0.7164	0.614	5.0145	8.3916	22.22	16.67	38.89	33.33	NA	" TANNER GLASS"	10.2859649122807
"549"	"549"	"GERBE"	" NATHAN"	"Carolina"	"F(C)"	47	632.383	18	34	1.708	3.226	34.62	273	307	6.5934	88.9251	95.5185	513	530	48.673	50.286	49.19	3.5088	93.5849	97.0937	3	4	2	7	5	73	140	4.1095890411	2.14285714286	0.2846	0.3795	0.1898	0.6642	0.4744	6.9262	13.2831	16.67	22.22	38.89	27.78	NA	" NATHAN GERBE"	13.4549574468085
"550"	"550"	"FAYNE"	" MARK"	"Edmonton"	"D"	69	1153.2	39	66	2.029	3.434	37.14	504	625	7.7381	89.44	97.1781	969	1176	50.416	61.186	45.17	4.0248	94.3878	98.4126	2	5	2	7	4	61	134	3.27868852459	1.49253731343	0.1041	0.2601	0.1041	0.3642	0.2081	3.1738	6.9719	5.13	12.82	17.95	10.26	NA	" MARK FAYNE"	16.7130434782609
"551"	"551"	"HODGSON"	" CODY"	"Nashville"	"F(C)"	39	418.583	11	9	1.577	1.29	55	236	155	4.661	94.1936	98.8546	429	308	61.493	44.149	58.21	2.5641	97.0779	99.642	2	5	4	7	6	64	121	3.125	1.65289256198	0.2867	0.7167	0.5734	1.0034	0.86	9.1738	17.3442	18.18	45.45	63.64	54.55	NA	" CODY HODGSON"	10.7328974358974
"552"	"552"	"O_REILLY"	" CAL"	"Buffalo"	"F(C)"	20	223.6	12	8	3.22	2.147	60	123	107	9.7561	92.5234	102.2795	207	194	55.546	52.057	51.62	5.7971	95.8763	101.6734	3	4	2	7	5	10	14	30	21.4285714286	0.805	1.0733	0.5367	1.8784	1.3417	2.6834	3.7567	25	33.33	58.33	41.67	NA	" CAL O_REILLY"	11.18
"553"	"553"	"GROSSMANN"	" NICKLAS"	"Arizona"	"D"	58	1028.35	24	57	1.4	3.326	29.63	367	622	6.5395	90.836	97.3755	711	1152	41.484	67.214	38.16	3.3755	95.0521	98.4276	3	4	2	7	5	42	91	7.14285714286	3.2967032967	0.175	0.2334	0.1167	0.4084	0.2917	2.4505	5.3095	12.5	16.67	29.17	20.83	NA	" NICKLAS GROSSMANN"	17.7301724137931
"554"	"554"	"MANNING"	" BRANDON"	"Philadelphia"	"D"	56	924.85	24	30	1.557	1.946	44.44	446	506	5.3812	94.0711	99.4523	891	902	57.804	58.518	49.69	2.6936	96.6741	99.3677	1	6	2	7	3	67	149	1.49253731343	0.671140939597	0.0649	0.3893	0.1298	0.4541	0.1946	4.3467	9.6664	4.17	25	29.17	12.5	NA	" BRANDON MANNING"	16.5151785714286
"555"	"555"	"MICHALEK"	" ZBYNEK"	"Arizona"	"D"	70	1188	42	62	2.121	3.131	40.38	419	633	10.0239	90.2054	100.2293	792	1286	40	64.949	38.11	5.303	95.1788	100.4818	2	5	1	7	3	69	133	2.89855072464	1.5037593985	0.101	0.2525	0.0505	0.3535	0.1515	3.4848	6.7172	4.76	11.9	16.67	7.14	NA	" ZBYNEK MICHALEK"	16.9714285714286
"556"	"556"	"NYSTROM"	" ERIC"	"Nashville"	"F(LW)"	46	528.233	11	24	1.249	2.726	31.43	186	229	5.914	89.5197	95.4337	339	486	38.506	55.203	41.09	3.2448	95.0617	98.3065	7	0	0	7	7	27	50	25.9259259259	14	0.7951	0	0	0.7951	0.7951	3.0668	5.6793	63.64	0	63.64	63.64	NA	" ERIC NYSTROM"	11.4833260869565
"557"	"557"	"MITCHELL"	" WILLIE"	"Florida"	"D"	46	916.533	28	51	1.833	3.339	35.44	322	568	8.6957	91.0211	99.7168	560	987	36.66	64.613	36.2	5	94.8328	99.8328	1	6	1	7	2	33	77	3.0303030303	1.2987012987	0.0655	0.3928	0.0655	0.4582	0.1309	2.1603	5.0407	3.57	21.43	25	7.14	NA	" WILLIE MITCHELL"	19.9246304347826
"558"	"558"	"TALBOT"	" MAXIME"	"Boston"	"F(C)"	38	426.117	12	29	1.69	4.083	29.27	149	257	8.0537	88.716	96.7697	266	486	37.455	68.432	35.37	4.5113	94.0329	98.5442	2	5	3	7	5	29	43	6.89655172414	4.6511627907	0.2816	0.704	0.4224	0.9856	0.704	4.0834	6.0547	16.67	41.67	58.33	41.67	NA	" MAXIME TALBOT"	11.2136052631579
"559"	"559"	"BRODIN"	" JONAS"	"Minnesota"	"D"	68	1384.02	35	55	1.517	2.384	38.89	492	706	7.1138	92.2096	99.3234	967	1379	41.921	59.783	41.22	3.6194	96.0116	99.631	2	5	3	7	5	58	141	3.44827586207	1.41843971631	0.0867	0.2168	0.1301	0.3035	0.2168	2.5144	6.1126	5.71	14.29	20	14.29	NA	" JONAS BRODIN"	20.3532352941176
"560"	"560"	"PATERYN"	" GREG"	"Montreal"	"D"	38	635.933	18	34	1.698	3.208	34.62	259	308	6.9498	88.961	95.9108	500	593	47.175	55.949	45.75	3.6	94.2664	97.8664	1	6	5	7	6	32	85	3.125	1.17647058824	0.0943	0.5661	0.4717	0.6604	0.5661	3.0192	8.0197	5.56	33.33	38.89	33.33	NA	" GREG PATERYN"	16.7350789473684
"561"	"561"	"SHAW"	" LOGAN"	"Florida"	"F(RW)"	53	648.767	18	21	1.665	1.942	46.15	305	289	5.9016	92.7336	98.6352	512	546	47.351	50.496	48.39	3.5156	96.1538	99.6694	5	2	1	7	6	72	112	6.94444444444	4.46428571429	0.4624	0.185	0.0925	0.6474	0.5549	6.6588	10.3581	27.78	11.11	38.89	33.33	NA	" LOGAN SHAW"	12.2408867924528
"562"	"562"	"LATTA"	" MICHAEL"	"Washington"	"F(C)"	43	347.683	10	10	1.726	1.726	50	137	142	7.2993	92.9577	100.257	279	274	48.147	47.284	50.45	3.5842	96.3504	99.9346	3	4	1	7	4	29	51	10.3448275862	5.88235294118	0.5177	0.6903	0.1726	1.208	0.6903	5.0046	8.8011	30	40	70	40	NA	" MICHAEL LATTA"	8.0856511627907
"563"	"563"	"TROTMAN"	" ZACH"	"Boston"	"D"	38	705.05	31	31	2.638	2.638	50	357	381	8.6835	91.8635	100.547	614	724	52.252	61.613	45.89	5.0489	95.7182	100.7671	2	5	2	7	4	60	123	3.33333333333	1.62601626016	0.1702	0.4255	0.1702	0.5957	0.3404	5.106	10.4673	6.45	16.13	22.58	12.9	NA	" ZACH TROTMAN"	18.5539473684211
"564"	"564"	"MARINCIN"	" MARTIN"	"Toronto"	"D"	65	1089.98	35	57	1.927	3.138	38.04	452	565	7.7434	89.9115	97.6549	942	1016	51.854	55.927	48.11	3.7155	94.3898	98.1053	1	6	3	7	4	55	180	1.81818181818	0.555555555556	0.055	0.3303	0.1651	0.3853	0.2202	3.0276	9.9084	2.86	17.14	20	11.43	NA	" MARTIN MARINCIN"	16.7689230769231
"565"	"565"	"CLENDENING"	" ADAM"	"Edmonton"	"D"	29	429.083	19	13	2.657	1.818	59.38	217	220	8.7558	94.0909	102.8467	402	403	56.213	56.353	49.94	4.7264	96.7742	101.5006	1	6	1	7	2	43	83	2.32558139535	1.20481927711	0.1398	0.839	0.1398	0.9788	0.2797	6.0128	11.6061	5.26	31.58	36.84	10.53	NA	" ADAM CLENDENING"	14.7959655172414
"566"	"566"	"MORROW"	" JOE"	"Boston"	"D"	33	524.733	24	30	2.744	3.43	44.44	268	277	8.9552	89.1697	98.1249	477	495	54.542	56.6	49.07	5.0314	93.9394	98.9708	1	6	3	7	4	44	81	2.27272727273	1.23456790123	0.1143	0.6861	0.343	0.8004	0.4574	5.0311	9.2618	4.17	25	29.17	16.67	NA	" JOE MORROW"	15.901
"567"	"567"	"POULIOT"	" DERRICK"	"Pittsburgh"	"D"	22	339.967	15	11	2.647	1.941	57.69	196	138	7.6531	92.029	99.6821	375	258	66.183	45.534	59.24	4	95.7364	99.7364	0	7	2	7	2	25	60	0	0	0	1.2354	0.353	1.2354	0.353	4.4122	10.5893	0	46.67	46.67	13.33	NA	" DERRICK POULIOT"	15.4530454545455
"568"	"568"	"BIEGA"	" ALEX"	"Vancouver"	"D"	51	854.867	29	42	2.035	2.948	40.85	385	527	7.5325	92.0304	99.5629	682	859	47.867	60.29	44.26	4.2522	95.1106	99.3628	0	7	3	7	3	61	116	0	0	0	0.4913	0.2106	0.4913	0.2106	4.2814	8.1416	0	24.14	24.14	10.34	NA	" ALEX BIEGA"	16.7620980392157
"569"	"569"	"REILLY"	" MIKE"	"Minnesota"	"D"	29	350.4	14	14	2.397	2.397	50	194	167	7.2165	91.6168	98.8333	340	320	58.219	54.795	51.52	4.1176	95.625	99.7426	1	6	2	7	3	27	51	3.7037037037	1.96078431373	0.1712	1.0274	0.3425	1.1986	0.5137	4.6233	8.7329	7.14	42.86	50	21.43	NA	" MIKE REILLY"	12.0827586206897
"570"	"570"	"BOUMA"	" LANCE"	"Calgary"	"F(LW)"	44	529.567	14	35	1.586	3.966	28.57	206	292	6.7961	88.0137	94.8098	402	615	45.547	69.68	39.53	3.4826	94.3089	97.7915	2	5	3	7	5	49	83	4.08163265306	2.40963855422	0.2266	0.5665	0.3399	0.7931	0.5665	5.5517	9.4039	14.29	35.71	50	35.71	NA	" LANCE BOUMA"	12.0356136363636
"571"	"571"	"ZUBRUS"	" DAINIUS"	"San Jose"	"F(C)"	50	579.483	20	16	2.071	1.657	55.56	228	257	8.7719	93.7743	102.5462	441	516	45.661	53.427	46.08	4.5351	96.8992	101.4343	2	4	1	6	3	32	65	6.25	3.07692307692	0.2071	0.4142	0.1035	0.6212	0.3106	3.3133	6.7301	10	20	30	15	NA	" DAINIUS ZUBRUS"	11.58966
"572"	"572"	"THOMPSON"	" NATE"	"Anaheim"	"F(C)"	49	567.983	12	21	1.268	2.218	36.36	223	288	5.3812	92.7083	98.0895	425	568	44.896	60.002	42.8	2.8235	96.3028	99.1263	3	3	2	6	5	42	76	7.14285714286	3.94736842105	0.3169	0.3169	0.2113	0.6338	0.5282	4.4367	8.0284	25	25	50	41.67	NA	" NATE THOMPSON"	11.5914897959184
"573"	"573"	"PETAN"	" NIC"	"Winnipeg"	"F(C)"	26	305.433	10	5	1.964	0.982	66.67	149	124	6.7114	95.9677	102.6791	284	235	55.79	46.164	54.72	3.5211	97.8723	101.3934	2	4	2	6	4	25	52	8	3.84615384615	0.3929	0.7858	0.3929	1.1787	0.7858	4.9111	10.215	20	40	60	40	NA	" NIC PETAN"	11.7474230769231
