"Rank"	"LastName"	"FirstName"	"Team"	"Pos"	"GP"	"TOI"	"GF"	"GA"	"GF60"	"GA60"	"GF."	"SF"	"SA"	"Sh."	"Sv."	"PDO"	"CF"	"CA"	"CF60"	"CA60"	"CF."	"CSh."	"CSv."	"CPDO"	"G"	"A"	"FirstA"	"Pts"	"Pri..Pts"	"Shots"	"iCorsi"	"iSh."	"iCSh."	"Goals.per60"	"Assists.per60"	"FirstA.per60"	"Points.per60"	"Pri.Pts..per60"	"Shots.per60"	"iCorsi.per60"	"IGP"	"IAP"	"IPP"	"IPPP"	"X"	"FirstLast"	"Gratio"	"PtoT"	"AvgPtTime"	"TimePerGame"	"PtsPerGame"	"PlusMin"	"Position"
"494"	"494"	"POSTMA"	" PAUL"	"Winnipeg"	"D"	26	280.133	9	12	1.928	2.57	42.86	150	122	6	90.1639	96.1639	270	233	57.83	49.905	53.68	3.3333	94.8498	98.1831	2	0	0	2	2	24	52	8.33333333333	3.84615384615	0.4284	0	0	0.4284	0.4284	5.1404	11.1376	22.22	0	22.22	22.22	NA	" PAUL POSTMA"	0.0833333333333333	0.00713946589655628	140.0665	10.7743461538462	0.185626113310463	-3	"D"
"495"	"495"	"TALBOT"	" MAXIME"	"Boston"	"F(C)"	38	352	9	22	1.534	3.75	29.03	138	200	6.5217	89	95.5217	248	364	42.273	62.045	40.52	3.629	93.956	97.585	2	4	2	6	4	28	40	7.14285714286	5	0.3409	0.6818	0.3409	1.0227	0.6818	4.7727	6.8182	22.22	44.44	66.67	44.44	NA	" MAXIME TALBOT"	0.0714285714285714	0.0170454545454545	58.6666666666667	9.26315789473684	0.647727272727273	-13	"F(C)"
"496"	"496"	"MCCLEMENT"	" JAY"	"Carolina"	"F(C)"	77	727.333	18	35	1.485	2.887	33.96	314	348	5.7325	89.9425	95.675	573	664	47.269	54.775	46.32	3.1414	94.7289	97.8703	2	8	7	10	9	62	103	3.22580645161	1.94174757282	0.165	0.6599	0.5775	0.8249	0.7424	5.1146	8.4968	11.11	44.44	55.56	50	NA	" JAY MCCLEMENT"	0.032258064516129	0.0137488605631808	72.7333	9.44588311688312	1.05866226336492	-17	"F(C)"
"497"	"497"	"CARLE"	" MATT"	"Tampa Bay"	"D"	64	921.783	33	31	2.148	2.018	51.56	428	435	7.7103	92.8736	100.5839	784	868	51.032	56.499	47.46	4.2092	96.4286	100.6378	2	5	2	7	4	47	104	4.25531914894	1.92307692308	0.1302	0.3255	0.1302	0.4556	0.2604	3.0593	6.7695	6.06	15.15	21.21	12.12	NA	" MATT CARLE"	0.0425531914893617	0.00759397819226434	131.683285714286	14.402859375	0.486014604304918	2	"D"
"498"	"498"	"EHRHOFF"	" CHRISTIAN"	"Chicago"	"D"	48	634.633	16	25	1.513	2.364	39.02	300	281	5.3333	91.1032	96.4365	604	512	57.104	48.406	54.12	2.649	95.1172	97.7662	2	3	0	5	2	61	133	3.27868852459	1.5037593985	0.1891	0.2836	0	0.4727	0.1891	5.7671	12.5742	12.5	18.75	31.25	12.5	NA	" CHRISTIAN EHRHOFF"	0.0327868852459016	0.00787856918880676	126.9266	13.2215208333333	0.378171321062724	-9	"D"
"499"	"499"	"LINDHOLM"	" HAMPUS"	"Anaheim"	"D"	80	1357.27	41	38	1.812	1.68	51.9	728	512	5.6319	92.5781	98.21	1360	995	60.121	43.985	57.75	3.0147	96.1809	99.1956	2	7	4	9	6	90	202	2.22222222222	0.990099009901	0.0884	0.3094	0.1768	0.3979	0.2652	3.9786	8.9297	4.88	17.07	21.95	14.63	NA	" HAMPUS LINDHOLM"	0.0222222222222222	0.00663095773132833	150.807777777778	16.965875	0.530476618506266	3	"D"
"500"	"500"	"HIGGINS"	" CHRIS"	"Vancouver"	"F(LW)"	33	377.483	7	17	1.113	2.702	29.17	174	209	4.023	91.866	95.889	305	352	48.479	55.949	46.42	2.2951	95.1705	97.4656	2	1	1	3	3	48	79	4.16666666667	2.53164556962	0.3179	0.1589	0.1589	0.4768	0.4768	7.6295	12.5568	28.57	14.29	42.86	42.86	NA	" CHRIS HIGGINS"	0.0416666666666667	0.00794737776270719	125.827666666667	11.4388787878788	0.262263466169337	-10	"F(LW)"
"501"	"501"	"LAICH"	" BROOKS"	"Toronto"	"F(C)"	81	727.833	18	29	1.484	2.391	38.3	309	342	5.8252	91.5205	97.3457	645	640	53.172	52.759	50.19	2.7907	95.4688	98.2595	2	10	6	12	8	91	145	2.1978021978	1.37931034483	0.1649	0.8244	0.4946	0.9892	0.6595	7.5017	11.9533	11.11	55.56	66.67	44.44	NA	" BROOKS LAICH"	0.021978021978022	0.0164872985973431	60.65275	8.98559259259259	1.33547118638479	-11	"F(C)"
"502"	"502"	"RITCHIE"	" NICK"	"Anaheim"	"F(LW)"	33	363.133	7	9	1.157	1.487	43.75	164	154	4.2683	94.1558	98.4241	343	302	56.673	49.899	53.18	2.0408	97.0199	99.0607	2	2	1	4	3	53	96	3.77358490566	2.08333333333	0.3305	0.3305	0.1652	0.6609	0.4957	8.7571	15.8619	28.57	28.57	57.14	42.86	NA	" NICK RITCHIE"	0.0377358490566038	0.0110152478568458	90.78325	11.0040303030303	0.363503179275913	-2	"F(LW)"
"503"	"503"	"FOWLER"	" CAM"	"Anaheim"	"D"	69	1135.75	39	49	2.06	2.589	44.32	532	553	7.3308	91.1392	98.47	1011	1060	53.41	55.998	48.82	3.8576	95.3774	99.235	2	7	4	9	6	60	133	3.33333333333	1.5037593985	0.1057	0.3698	0.2113	0.4755	0.317	3.1697	7.0262	5.13	17.95	23.08	15.38	NA	" CAM FOWLER"	0.0333333333333333	0.00792427911071979	126.194444444444	16.4601449275362	0.546775258639665	-10	"D"
"504"	"504"	"FROESE"	" BYRON"	"Toronto"	"F(C)"	56	536.1	14	24	1.567	2.686	36.84	238	251	5.8824	90.4382	96.3206	451	473	50.476	52.938	48.81	3.1042	94.926	98.0302	2	3	3	5	5	52	98	3.84615384615	2.04081632653	0.2238	0.3358	0.3358	0.5596	0.5596	5.8198	10.9681	14.29	21.43	35.71	35.71	NA	" BYRON FROESE"	0.0384615384615385	0.00932661816825219	107.22	9.57321428571429	0.522290617422123	-10	"F(C)"
"505"	"505"	"DILLON"	" BRENDEN"	"San Jose"	"D"	76	1168.47	36	34	1.849	1.746	51.43	540	518	6.6667	93.4363	100.103	1044	1064	53.609	54.636	49.53	3.4483	96.8045	100.2528	2	9	6	11	8	89	202	2.24719101124	0.990099009901	0.1027	0.4621	0.3081	0.5648	0.4108	4.5701	10.3726	5.56	25	30.56	22.22	NA	" BRENDEN DILLON"	0.0224719101123595	0.00941402004330449	106.224545454545	15.3746052631579	0.715465523291141	2	"D"
"506"	"506"	"BOURQUE"	" RENE"	"Columbus"	"F(RW)"	49	494.017	14	21	1.7	2.551	40	214	238	6.5421	91.1765	97.7186	398	449	48.338	54.533	46.99	3.5176	95.3229	98.8405	2	5	1	7	3	74	127	2.7027027027	1.57480314961	0.2429	0.6073	0.1215	0.8502	0.3644	8.9876	15.4246	14.29	35.71	50	21.43	NA	" RENE BOURQUE"	0.027027027027027	0.0141695528696381	70.5738571428572	10.0819795918367	0.694308090612266	-7	"F(RW)"
"507"	"507"	"BENN"	" JORDIE"	"Dallas"	"D"	64	841.483	35	34	2.496	2.424	50.72	402	403	8.7065	91.5633	100.2698	767	801	54.689	57.113	48.92	4.5632	95.7553	100.3185	2	8	6	10	8	51	113	3.92156862745	1.76991150442	0.1426	0.5704	0.4278	0.713	0.5704	3.6364	8.0572	5.71	22.86	28.57	22.86	NA	" JORDIE BENN"	0.0392156862745098	0.0118837813716973	84.1483	13.148171875	0.76056200778863	1	"D"
"508"	"508"	"JONES"	" SETH"	"Columbus"	"D"	81	1345.58	42	51	1.873	2.274	45.16	709	623	5.9238	91.8138	97.7376	1347	1207	60.063	53.821	52.74	3.118	95.7747	98.8927	2	15	9	17	11	124	276	1.61290322581	0.724637681159	0.0892	0.6689	0.4013	0.758	0.4905	5.5292	12.3069	4.76	35.71	40.48	26.19	NA	" SETH JONES"	0.0161290322580645	0.0126339571039998	79.1517647058823	16.6120987654321	1.02335052542398	-9	"D"
"509"	"509"	"SVEDBERG"	" VIKTOR"	"Chicago"	"D"	27	388.25	12	17	1.854	2.627	41.38	196	221	6.1224	92.3077	98.4301	357	384	55.171	59.343	48.18	3.3613	95.5729	98.9342	2	2	0	4	2	39	87	5.12820512821	2.29885057471	0.3091	0.3091	0	0.6182	0.3091	6.027	13.4449	16.67	16.67	33.33	16.67	NA	" VIKTOR SVEDBERG"	0.0512820512820513	0.0103026400515132	97.0625	14.3796296296296	0.278171281390856	-5	"D"
"510"	"510"	"BOUWMEESTER"	" JAY"	"St. Louis"	"D"	72	1308.12	43	41	1.972	1.881	51.19	679	649	6.3328	93.6826	100.0154	1190	1194	54.582	54.766	49.92	3.6134	96.5662	100.1796	2	14	6	16	8	91	208	2.1978021978	0.961538461538	0.0917	0.6421	0.2752	0.7339	0.3669	4.1739	9.5404	4.65	32.56	37.21	18.6	NA	" JAY BOUWMEESTER"	0.021978021978022	0.012231293765098	81.7575	18.1683333333333	0.880653151087056	2	"D"
"511"	"511"	"NISKANEN"	" MATT"	"Washington"	"D"	82	1491.27	50	40	2.012	1.609	55.56	733	665	6.8213	93.985	100.8063	1382	1317	55.604	52.989	51.2	3.6179	96.9628	100.5807	2	8	4	10	6	119	252	1.68067226891	0.793650793651	0.0805	0.3219	0.1609	0.4023	0.2414	4.7879	10.139	4	16	20	12	NA	" MATT NISKANEN"	0.0168067226890756	0.00670569380460949	149.127	18.1862195121951	0.549866891977978	10	"D"
"512"	"512"	"KRONWALL"	" NIKLAS"	"Detroit"	"D"	64	1000.45	28	41	1.679	2.459	40.58	455	531	6.1538	92.2787	98.4325	866	882	51.937	52.896	49.54	3.2333	95.3515	98.5848	2	7	3	9	5	32	77	6.25	2.5974025974	0.1199	0.4198	0.1799	0.5398	0.2999	1.9191	4.6179	7.14	25	32.14	17.86	NA	" NIKLAS KRONWALL"	0.0625	0.00899595182168024	111.161111111111	15.63203125	0.575740916587536	-13	"D"
"513"	"513"	"ENSTROM"	" TOBIAS"	"Winnipeg"	"D"	72	1232.75	47	42	2.288	2.044	52.81	578	577	8.1315	92.721	100.8525	1082	1005	52.663	48.915	51.84	4.3438	95.8209	100.1647	2	12	3	14	5	42	102	4.7619047619	1.96078431373	0.0973	0.5841	0.146	0.6814	0.2434	2.0442	4.9645	4.26	25.53	29.79	10.64	NA	" TOBIAS ENSTROM"	0.0476190476190476	0.0113567227742851	88.0535714285714	17.1215277777778	0.81768403974853	5	"D"
"514"	"514"	"PETAN"	" NIC"	"Winnipeg"	"F(C)"	26	252.95	6	5	1.423	1.186	54.55	113	115	5.3097	95.6522	100.9619	220	223	52.184	52.896	49.66	2.7273	97.7579	100.4852	2	3	2	5	4	20	44	10	4.54545454545	0.4744	0.7116	0.4744	1.186	0.9488	4.744	10.4368	33.33	50	83.33	66.67	NA	" NIC PETAN"	0.1	0.0197667523225934	50.59	9.72884615384615	0.513935560387428	1	"F(C)"
"515"	"515"	"GUNNARSSON"	" CARL"	"St. Louis"	"D"	72	1063.75	40	36	2.256	2.031	52.63	492	477	8.1301	92.4528	100.5829	886	890	49.974	50.2	49.89	4.5147	95.9551	100.4698	2	5	2	7	4	48	109	4.16666666667	1.83486238532	0.1128	0.282	0.1128	0.3948	0.2256	2.7074	6.1481	5	12.5	17.5	10	NA	" CARL GUNNARSSON"	0.0416666666666667	0.00658049353701528	151.964285714286	14.7743055555556	0.4737955346651	4	"D"
"516"	"516"	"DEL_ZOTTO"	" MICHAEL"	"Philadelphia"	"D"	52	942.067	20	34	1.274	2.165	37.04	479	487	4.1754	93.0185	97.1939	929	878	59.168	55.92	51.41	2.1529	96.1276	98.2805	2	4	1	6	3	76	173	2.63157894737	1.15606936416	0.1274	0.2548	0.0637	0.3821	0.1911	4.8404	11.0183	10	20	30	15	NA	" MICHAEL DEL_ZOTTO"	0.0263157894736842	0.00636897375664364	157.011166666667	18.1166730769231	0.331186635345469	-14	"D"
"517"	"517"	"DEMERS"	" JASON"	"Dallas"	"D"	62	986.483	35	31	2.129	1.885	53.03	508	440	6.8898	92.9545	99.8443	1026	867	62.403	52.733	54.2	3.4113	96.4245	99.8358	2	13	9	15	11	72	176	2.77777777778	1.13636363636	0.1216	0.7907	0.5474	0.9123	0.669	4.3792	10.7047	5.71	37.14	42.86	31.43	NA	" JASON DEMERS"	0.0277777777777778	0.0152055331921584	65.7655333333333	15.9110161290323	0.942743057913821	4	"D"
"518"	"518"	"GERBE"	" NATHAN"	"Carolina"	"F(C)"	47	522.867	11	26	1.262	2.984	29.73	226	253	4.8673	89.7233	94.5906	423	439	48.54	50.376	49.07	2.6005	94.0774	96.6779	2	3	1	5	3	62	121	3.22580645161	1.65289256198	0.2295	0.3443	0.1148	0.5738	0.3443	7.1146	13.885	18.18	27.27	45.45	27.27	NA	" NATHAN GERBE"	0.032258064516129	0.00956266125037534	104.5734	11.124829787234	0.449445078767641	-15	"F(C)"
"519"	"519"	"BOGOSIAN"	" ZACH"	"Buffalo"	"D"	64	1165.93	42	49	2.161	2.522	46.15	543	609	7.7348	91.954	99.6888	957	1115	49.248	57.379	46.19	4.3887	95.6054	99.9941	2	9	2	11	4	86	159	2.32558139535	1.25786163522	0.1029	0.4631	0.1029	0.5661	0.2058	4.4256	8.1823	4.76	21.43	26.19	9.52	NA	" ZACH BOGOSIAN"	0.0232558139534884	0.00943452865952501	105.993636363636	18.21765625	0.603809834209601	-7	"D"
"520"	"520"	"THOMPSON"	" NATE"	"Anaheim"	"F(C)"	49	469.9	11	13	1.405	1.66	45.83	211	206	5.2133	93.6893	98.9026	398	412	50.819	52.607	49.14	2.7638	96.8447	99.6085	2	3	2	5	4	39	69	5.12820512821	2.89855072464	0.2554	0.3831	0.2554	0.6384	0.5107	4.9798	8.8104	18.18	27.27	45.45	36.36	NA	" NATE THOMPSON"	0.0512820512820513	0.0106405618216642	93.98	9.58979591836735	0.521387529261545	-2	"F(C)"
"521"	"521"	"HJALMARSSON"	" NIKLAS"	"Chicago"	"D"	81	1499.95	46	51	1.84	2.04	47.42	736	655	6.25	92.2137	98.4637	1344	1250	53.762	50.002	51.81	3.4226	95.92	99.3426	2	10	2	12	4	72	174	2.77777777778	1.14942528736	0.08	0.4	0.08	0.48	0.16	2.8801	6.9602	4.35	21.74	26.09	8.7	NA	" NIKLAS HJALMARSSON"	0.0277777777777778	0.00800026667555585	124.995833333333	18.5179012345679	0.648021600720024	-5	"D"
"522"	"522"	"YANDLE"	" KEITH"	"NY Rangers"	"D"	82	1352.22	51	40	2.263	1.775	56.04	619	644	8.2391	93.7888	102.0279	1227	1213	54.444	53.823	50.29	4.1565	96.7024	100.8589	2	20	10	22	12	96	238	2.08333333333	0.840336134454	0.0887	0.8874	0.4437	0.9762	0.5325	4.2597	10.5604	3.92	39.22	43.14	23.53	NA	" KEITH YANDLE"	0.0208333333333333	0.016269541938442	61.4645454545455	16.4904878048781	1.33410243895224	11	"D"
"523"	"523"	"BROWN"	" MIKE"	"Montreal"	"F(RW)"	58	441.383	8	14	1.087	1.903	36.36	172	200	4.6512	93	97.6512	339	420	46.082	57.093	44.66	2.3599	96.6667	99.0266	2	3	3	5	5	50	87	4	2.29885057471	0.2719	0.4078	0.4078	0.6797	0.6797	6.7968	11.8265	25	37.5	62.5	62.5	NA	" MIKE BROWN"	0.04	0.0113280303047467	88.2766	7.61005172413793	0.657025757675307	-6	"F(RW)"
"524"	"524"	"HUNWICK"	" MATT"	"Toronto"	"D"	60	1052.6	29	47	1.653	2.679	38.16	492	592	5.8943	92.0608	97.9551	971	1086	55.349	61.904	47.2	2.9866	95.6722	98.6588	2	5	3	7	5	64	164	3.125	1.21951219512	0.114	0.285	0.171	0.399	0.285	3.6481	9.3483	6.9	17.24	24.14	17.24	NA	" MATT HUNWICK"	0.03125	0.00665019950598518	150.371428571429	17.5433333333333	0.399011970359111	-18	"D"
"525"	"525"	"KENNEDY"	" TYLER"	"New Jersey"	"F(C)"	50	589.733	14	25	1.424	2.544	35.9	248	255	5.6452	90.1961	95.8413	448	439	45.58	44.664	50.51	3.125	94.3052	97.4302	2	8	6	10	8	62	109	3.22580645161	1.83486238532	0.2035	0.8139	0.6104	1.0174	0.8139	6.3079	11.0898	14.29	57.14	71.43	57.14	NA	" TYLER KENNEDY"	0.032258064516129	0.0169568262247492	58.9733	11.79466	0.847841311237458	-11	"F(C)"
"526"	"526"	"MICHALEK"	" ZBYNEK"	"Arizona"	"D"	70	951.717	33	36	2.08	2.27	47.83	383	453	8.6162	92.053	100.6692	732	935	46.148	58.946	43.91	4.5082	96.1497	100.6579	2	4	1	6	3	65	126	3.07692307692	1.5873015873	0.1261	0.2522	0.063	0.3783	0.1891	4.0979	7.9435	6.06	12.12	18.18	9.09	NA	" ZBYNEK MICHALEK"	0.0307692307692308	0.00630439510905027	158.6195	13.5959571428571	0.441307657633519	-3	"D"
"527"	"527"	"GORGES"	" JOSH"	"Buffalo"	"D"	77	1336.52	37	50	1.661	2.245	42.53	602	702	6.1462	92.8775	99.0237	1103	1312	49.517	58.899	45.67	3.3545	96.189	99.5435	2	10	2	12	4	57	137	3.50877192982	1.4598540146	0.0898	0.4489	0.0898	0.5387	0.1796	2.5589	6.1503	5.41	27.03	32.43	10.81	NA	" JOSH GORGES"	0.0350877192982456	0.00897854128632568	111.376666666667	17.3574025974026	0.691347679047078	-13	"D"
"528"	"528"	"SLAVIN"	" JACCOB"	"Carolina"	"D"	63	1076.02	37	39	2.063	2.175	48.68	532	496	6.9549	92.1371	99.092	995	964	55.482	53.754	50.79	3.7186	95.9544	99.673	2	10	2	12	4	71	152	2.81690140845	1.31578947368	0.1115	0.5576	0.1115	0.6691	0.223	3.959	8.4757	5.41	27.03	32.43	10.81	NA	" JACCOB SLAVIN"	0.028169014084507	0.011152209066746	89.6683333333333	17.0796825396825	0.702589171204996	-2	"D"
"529"	"529"	"VAN_RIEMSDYK"	" TREVOR"	"Chicago"	"D"	82	1393.62	45	52	1.937	2.239	46.39	664	672	6.7771	92.2619	99.039	1252	1272	53.903	54.764	49.6	3.5942	95.9119	99.5061	2	7	6	9	8	67	164	2.98507462687	1.21951219512	0.0861	0.3014	0.2583	0.3875	0.3444	2.8846	7.0608	4.44	15.56	20	17.78	NA	" TREVOR VAN_RIEMSDYK"	0.0298507462686567	0.00645800146381367	154.846666666667	16.9953658536585	0.529556120032721	-7	"D"
"530"	"530"	"JOKIPAKKA"	" JYRKI"	"Calgary"	"D"	58	812.2	34	31	2.512	2.29	52.31	356	360	9.5506	91.3889	100.9395	713	732	52.672	54.075	49.34	4.7686	95.765	100.5336	2	11	6	13	8	42	94	4.7619047619	2.12765957447	0.1477	0.8126	0.4432	0.9604	0.591	3.1027	6.9441	5.88	32.35	38.24	23.53	NA	" JYRKI JOKIPAKKA"	0.0476190476190476	0.0160059098744152	62.4769230769231	14.0034482758621	0.92834277271608	3	"D"
"531"	"531"	"DAVIDSON"	" BRANDON"	"Edmonton"	"D"	51	778.567	26	24	2.004	1.85	52	373	351	6.9705	93.1624	100.1329	714	658	55.024	50.709	52.04	3.6415	96.3526	99.9941	2	5	1	7	3	53	139	3.77358490566	1.43884892086	0.1541	0.3853	0.0771	0.5395	0.2312	4.0844	10.712	7.69	19.23	26.92	11.54	NA	" BRANDON DAVIDSON"	0.0377358490566038	0.00899087682884068	111.223857142857	15.2660196078431	0.458534718270875	2	"D"
"532"	"532"	"DAHLBECK"	" KLAS"	"Arizona"	"D"	71	903.283	24	33	1.594	2.192	42.11	355	413	6.7606	92.0097	98.7703	705	854	46.829	56.726	45.22	3.4043	96.1358	99.5401	2	5	1	7	3	59	129	3.38983050847	1.5503875969	0.1328	0.3321	0.0664	0.465	0.1993	3.919	8.5687	8.33	20.83	29.17	12.5	NA	" KLAS DAHLBECK"	0.0338983050847458	0.00774950929000103	129.040428571429	12.7222957746479	0.550215159590073	-9	"D"
"533"	"533"	"RYCHEL"	" KERBY"	"Columbus"	"F(LW)"	32	301.55	13	7	2.587	1.393	65	114	146	11.4035	95.2055	106.609	232	281	46.161	55.911	45.22	5.6034	97.5089	103.1123	2	7	6	9	8	32	55	6.25	3.63636363636	0.3979	1.3928	1.1938	1.7907	1.5918	6.3671	10.9435	15.38	53.85	69.23	61.54	NA	" KERBY RYCHEL"	0.0625	0.0298457967169624	33.5055555555556	9.4234375	0.955065494942795	6	"F(LW)"
"534"	"534"	"PUEMPEL"	" MATT"	"Ottawa"	"F(LW)"	26	278.1	7	10	1.51	2.157	41.18	122	182	5.7377	94.5055	100.2432	230	313	49.622	67.53	42.36	3.0435	96.8051	99.8486	2	1	0	3	2	26	50	7.69230769231	4	0.4315	0.2157	0	0.6472	0.4315	5.6095	10.7875	28.57	14.29	42.86	28.57	NA	" MATT PUEMPEL"	0.0769230769230769	0.0107874865156419	92.7	10.6961538461538	0.280474649406688	-3	"F(LW)"
"535"	"535"	"GUDBRANSON"	" ERIK"	"Florida"	"D"	64	1016.72	36	35	2.124	2.065	50.7	470	533	7.6596	93.4334	101.093	807	922	47.624	54.41	46.67	4.461	96.2039	100.6649	2	6	2	8	4	66	140	3.0303030303	1.42857142857	0.118	0.3541	0.118	0.4721	0.2361	3.8949	8.2619	5.56	16.67	22.22	11.11	NA	" ERIK GUDBRANSON"	0.0303030303030303	0.00786843968840979	127.09	15.88625	0.503580140058226	1	"D"
"536"	"536"	"MARCHENKO"	" ALEXEY"	"Detroit"	"D"	66	947.017	30	33	1.901	2.091	47.62	426	480	7.0423	93.125	100.1673	817	795	51.763	50.369	50.68	3.672	95.8491	99.5211	2	7	4	9	6	39	106	5.12820512821	1.88679245283	0.1267	0.4435	0.2534	0.5702	0.3801	2.4709	6.7158	6.67	23.33	30	20	NA	" ALEXEY MARCHENKO"	0.0512820512820513	0.00950352527990522	105.224111111111	14.3487424242424	0.627232668473744	-3	"D"
"537"	"537"	"TROTMAN"	" ZACH"	"Boston"	"D"	38	607.083	27	27	2.668	2.668	50	329	324	8.2067	91.6667	99.8734	559	602	55.248	59.498	48.15	4.8301	95.515	100.3451	2	4	1	6	3	58	113	3.44827586207	1.76991150442	0.1977	0.3953	0.0988	0.593	0.2965	5.7323	11.1682	7.41	14.81	22.22	11.11	NA	" ZACH TROTMAN"	0.0344827586206897	0.00988332732097588	101.1805	15.9758684210526	0.375566438197083	0	"D"
"538"	"538"	"MCILRATH"	" DYLAN"	"NY Rangers"	"D"	34	442.65	17	10	2.304	1.355	62.96	199	208	8.5427	95.1923	103.735	402	381	54.49	51.644	51.34	4.2289	97.3753	101.6042	2	2	1	4	3	27	68	7.40740740741	2.94117647059	0.2711	0.2711	0.1355	0.5422	0.4066	3.6598	9.2172	11.76	11.76	23.53	17.65	NA	" DYLAN MCILRATH"	0.0740740740740741	0.00903648480740992	110.6625	13.0191176470588	0.307240483451937	7	"D"
"539"	"539"	"NAKLADAL"	" JAKUB"	"Calgary"	"D"	27	331.8	11	10	1.989	1.808	52.38	150	135	7.3333	92.5926	99.9259	305	269	55.154	48.644	53.14	3.6066	96.2825	99.8891	2	2	0	4	2	34	71	5.88235294118	2.81690140845	0.3617	0.3617	0	0.7233	0.3617	6.1483	12.8391	18.18	18.18	36.36	18.18	NA	" JAKUB NAKLADAL"	0.0588235294117647	0.0120554550934298	82.95	12.2888888888889	0.325497287522604	1	"D"
"540"	"540"	"PULOCK"	" RYAN"	"NY Islanders"	"D"	15	203.817	13	10	3.827	2.944	56.52	87	98	14.9425	89.7959	104.7384	180	178	52.989	52.4	50.28	7.2222	94.382	101.6042	2	2	1	4	3	12	32	16.6666666667	6.25	0.5888	0.5888	0.2944	1.1775	0.8831	3.5326	9.4202	15.38	15.38	30.77	23.08	NA	" RYAN PULOCK"	0.166666666666667	0.019625448318835	50.95425	13.5878	0.294381724782526	3	"D"
"541"	"541"	"PAUL"	" NICK"	"Ottawa"	"F(LW)"	24	277.883	8	10	1.727	2.159	44.44	116	137	6.8966	92.7007	99.5973	220	256	47.502	55.275	46.22	3.6364	96.0938	99.7302	2	3	2	5	4	28	51	7.14285714286	3.92156862745	0.4318	0.6478	0.4318	1.0796	0.8637	6.0457	11.0118	25	37.5	62.5	50	NA	" NICK PAUL"	0.0714285714285714	0.0179931841818319	55.5766	11.5784583333333	0.431836420363966	-2	"F(LW)"
"542"	"542"	"MARKOV"	" ANDREI"	"Montreal"	"D"	82	1390.53	57	53	2.459	2.287	51.82	700	728	8.1429	92.7198	100.8627	1328	1299	57.302	56.05	50.55	4.2922	95.9199	100.2121	1	23	16	24	17	73	207	1.3698630137	0.48309178744	0.0431	0.9924	0.6904	1.0356	0.7335	3.1499	8.9318	1.75	40.35	42.11	29.82	NA	" ANDREI MARKOV"	0.0136986301369863	0.0172596060494919	57.93875	16.9576829268293	1.41528769605834	4	"D"
"543"	"543"	"MATTEAU"	" STEFAN"	"Montreal"	"F(C)"	32	313.25	4	16	0.766	3.065	20	126	156	3.1746	89.7436	92.9182	229	274	43.863	52.482	45.53	1.7467	94.1606	95.9073	1	1	0	2	1	22	45	4.54545454545	2.22222222222	0.1915	0.1915	0	0.3831	0.1915	4.2139	8.6193	25	25	50	25	NA	" STEFAN MATTEAU"	0.0454545454545455	0.00638467677573823	156.625	9.7890625	0.204309656823623	-12	"F(C)"
"544"	"544"	"COBURN"	" BRAYDON"	"Tampa Bay"	"D"	80	1122.08	45	41	2.406	2.192	52.33	518	538	8.6873	92.3792	101.0665	984	948	52.616	50.691	50.93	4.5732	95.6751	100.2483	1	8	3	9	4	89	185	1.12359550562	0.540540540541	0.0535	0.4278	0.1604	0.4812	0.2139	4.759	9.8923	2.22	17.78	20	8.89	NA	" BRAYDON COBURN"	0.0112359550561798	0.00802081847996578	124.675555555556	14.026	0.641665478397262	4	"D"
"545"	"545"	"GAUSTAD"	" PAUL"	"Nashville"	"F(C)"	63	568.4	6	21	0.633	2.217	22.22	180	267	3.3333	92.1348	95.4681	347	554	36.629	58.48	38.51	1.7291	96.2094	97.9385	1	1	0	2	1	40	64	2.5	1.5625	0.1056	0.1056	0	0.2111	0.1056	4.2224	6.7558	16.67	16.67	33.33	16.67	NA	" PAUL GAUSTAD"	0.025	0.00351864883884588	284.2	9.02222222222222	0.221674876847291	-15	"F(C)"
"546"	"546"	"THORNTON"	" SHAWN"	"Florida"	"F(LW)"	50	428.133	8	10	1.121	1.401	44.44	177	191	4.5198	94.7644	99.2842	291	320	40.782	44.846	47.63	2.7491	96.875	99.6241	1	4	4	5	5	57	87	1.75438596491	1.14942528736	0.1401	0.5606	0.5606	0.7007	0.7007	7.9882	12.1925	12.5	50	62.5	62.5	NA	" SHAWN THORNTON"	0.0175438596491228	0.0116786138886748	85.6266	8.56266	0.583930694433739	-2	"F(LW)"
"547"	"547"	"PELUSO"	" ANTHONY"	"Winnipeg"	"F(RW)"	35	221.483	8	4	2.167	1.084	66.67	79	92	10.1266	95.6522	105.7788	150	182	40.635	49.304	45.18	5.3333	97.8022	103.1355	1	4	1	5	2	16	33	6.25	3.0303030303	0.2709	1.0836	0.2709	1.3545	0.5418	4.3344	8.9397	12.5	50	62.5	25	NA	" ANTHONY PELUSO"	0.0625	0.0225750960570337	44.2966	6.32808571428571	0.79012836199618	4	"F(RW)"
"548"	"548"	"MITCHELL"	" WILLIE"	"Florida"	"D"	46	731.85	26	29	2.132	2.378	47.27	300	406	8.6667	92.8571	101.5238	518	704	42.468	57.717	42.39	5.0193	95.8807	100.9	1	4	0	5	1	31	74	3.22580645161	1.35135135135	0.082	0.3279	0	0.4099	0.082	2.5415	6.0668	3.85	15.38	19.23	3.85	NA	" WILLIE MITCHELL"	0.032258064516129	0.00683200109312017	146.37	15.9097826086957	0.314272050283528	-3	"D"
